IdEstablecimiento,MS,Inscritos_suma_fonasa
110465,IVa,360.978
110470,IVa,185.946
110475,IVa,375.504
110477,IVa,129.528
110485,IVa,126.90599999999999
110490,IVa,56.358
110492,IVa,64.101
110495,IVa,128.367
110503,IVa,118.773
110505,IVa,3.75
110510,IVa,9.321
110515,IVa,1.107
110601,IVa,0.183
110627,IVa,0.018
110720,IVa,2.9699999999999998
110725,IVa,4.437
110735,IVa,10.89
110750,IVa,44.226
110752,IVa,78.396
110754,IVa,46.443
110756,IVa,91.215
110758,IVa,88.25699999999999
110760,IVa,251.634
110775,IVa,175.047
110778,IVa,498.627
110781,IVa,202.245
110783,IVa,169.185
111300,IVa,6535.0199999999995
111301,IVa,3145.161
111302,IVa,2560.932
111303,IVa,1946.514
111304,IVa,5786.898
111305,IVa,3446.1659999999997
111306,IVa,3485.724
111307,IVa,3024.66
111308,IVa,3807.696
111309,IVa,2904.624
111310,IVa,4428.576
111351,IVa,36.963
111370,IVa,5613.831
111372,IVa,2520.801
111376,IVa,4281.72
111378,IVa,3975.645
111379,IVa,5093.556
111380,IVa,4685.613
111381,IVa,8830.869
111382,IVa,5926.728
111383,IVa,3749.991
111400,IVa,49.778999999999996
111704,IVa,236.409
111780,IVa,74.535
111781,IVa,52.452
111782,IVa,81.207
111783,IVa,449.235
111784,IVa,212.061
112300,IVa,0.861
112301,IVa,4338.777
112302,IVa,2523.615
112303,IVa,4117.797
112304,IVa,5300.595
112306,IVa,7801.92
112307,IVa,5398.974
112309,IVa,3363.417
112310,IVa,6618.747
112311,IVa,7707.945
112312,IVa,5700.6
112313,IVa,5529.465
112314,IVa,4309.275
112315,IVa,2654.841
112316,IVa,5336.745
112317,IVa,1812.306
112318,IVa,3083.037
112319,IVa,4653.813
112320,IVa,2067.198
112321,IVa,2477.322
112322,IVa,2570.697
112323,IVa,4.953
112407,IVa,1.8359999999999999
112707,IVa,175.308
112716,IVa,30.555
112717,IVa,2153.451
112799,IVa,1.233
113181,IVa,2.187
113300,IVa,6744.315
113301,IVa,2453.523
113302,IVa,4897.107
113303,IVa,4178.442
113304,IVa,56.964
113305,IVa,1916.634
113306,IVa,3065.64
113307,IVa,3396.999
113308,IVa,2936.643
113309,IVa,3054.399
113310,IVa,3001.854
113311,IVa,4879.7699999999995
113312,IVa,3892.023
113313,IVa,4820.271
113314,IVa,3413.961
113315,IVa,2655.105
113316,IVa,4093.332
113317,IVa,2957.0699999999997
113318,IVa,4232.37
113319,IVa,1821.093
113320,IVa,1700.52
113321,IVa,995.529
113322,IVa,3227.682
113323,IVa,2256.735
113324,IVa,3264.342
113326,IVa,3840.2999999999997
113328,IVa,4642.116
113329,IVa,2775.402
113330,IVa,3408.573
113331,IVa,3428.409
113332,IVa,3488.307
113333,IVa,1143.816
113334,IVa,1254.165
113390,IVa,4647.633
113394,IVa,2243.766
113396,IVa,2100.6839999999997
113402,IVa,795.288
113404,IVa,432.342
113405,IVa,604.995
113406,IVa,181.245
113407,IVa,352.212
113408,IVa,357.447
113409,IVa,946.23
113410,IVa,167.202
113411,IVa,369.396
113412,IVa,246.927
113413,IVa,12.384
113701,IVa,872.217
113702,IVa,365.58299999999997
113703,IVa,642.396
113713,IVa,392.682
113716,IVa,653.886
113717,IVa,446.796
113722,IVa,742.53
113728,IVa,643.9499999999999
113753,IVa,417.372
113790,IVa,596.4209999999999
114010,IVa,0.126
114102,IVa,857.364
114150,IVa,1.398
114301,IVa,10457.616
114302,IVa,3511.239
114303,IVa,6633.816
114304,IVa,3853.257
114305,IVa,5060.94
114306,IVa,5573.061
114307,IVa,2700.807
114308,IVa,2832.324
114309,IVa,3135.369
114310,IVa,1425.654
114311,IVa,2440.113
114312,IVa,5489.181
114313,IVa,2021.637
114314,IVa,3001.947
114315,IVa,2083.968
114316,IVa,5068.782
114317,IVa,2434.404
114318,IVa,1316.862
114319,IVa,3519.39
114320,IVa,5165.736
114321,IVa,3524.163
114322,IVa,9561.249
114323,IVa,2420.949
114324,IVa,6187.308
114325,IVa,4643.349
114326,IVa,3021.042
114327,IVa,1548.492
114328,IVa,3429.24
114329,IVa,2364.288
114330,IVa,3075.7019999999998
114331,IVa,5876.382
114332,IVa,4215.573
114333,IVa,1319.499
114334,IVa,3939.138
114401,IVa,196.734
114403,IVa,43.394999999999996
114406,IVa,80.34
114407,IVa,260.364
114408,IVa,2.703
114409,IVa,2.28
114410,IVa,33.39
114609,IVa,0.6779999999999999
114706,IVa,45.243
114714,IVa,673.548
114796,IVa,36.849
200037,IVa,8.883
200080,IVa,9.831
200137,IVa,0.366
200188,IVa,4.335
200210,IVa,896.9879999999999
200236,IVa,0.189
200265,IVa,20.724
200282,IVa,0.081
200304,IVa,216.54
200337,IVa,678.204
200342,IVa,7.635
200346,IVa,257.364
200347,IVa,503.274
200360,IVa,387.768
200361,IVa,1174.17
200365,IVa,88.539
200377,IVa,372.402
200385,IVa,145.47299999999998
200454,IVa,248.445
200554,IVa,287.751
200609,IVa,251.091
200643,IVa,82.068
200961,IVa,1277.352
200962,IVa,571.197
200965,IVa,1398.435
201091,IVa,3799.767
201112,IVa,3609.819
201129,IVa,115.97099999999999
201462,IVa,1866.5159999999998
311001,IVa,2095.056
5013502,IVa,0.366
109300,V,15269.106
109301,V,10204.352
109302,V,7709.696
109303,V,7879.429
109304,V,2981.719
109305,V,6677.303
109307,V,6658.506
109308,V,6881.628
109309,V,6474.405
109310,V,13714.535
109311,V,8933.91
109312,V,3680.703
109313,V,8607.688
109314,V,7110.323
109315,V,9801.07
109316,V,9465.954
109317,V,3150.431
109320,V,3140.469
109321,V,7417.8640000000005
109323,V,4435.477
109324,V,10288.693
109390,V,7503.372
109407,V,2473.254
109410,V,173.765
109412,V,180.29
109413,V,145.684
109414,V,456.839
109416,V,7.997
109417,V,18.095
109418,V,26.691
109419,V,22.102
109420,V,13.664
109709,V,1896.339
109711,V,1247.933
109712,V,1313.729
109713,V,737.255
109715,V,727.169
109716,V,202.421
109718,V,2132.57
110160,V,5628.599
110300,V,1.008
110308,V,10797.34
110310,V,6823.431
110315,V,9688.152
110316,V,7969.25
110320,V,10173.262
110325,V,8908.421
110330,V,9680.535
110331,V,5433.824
110335,V,8066.211
110340,V,10246.773
110345,V,7611.992
110350,V,14876.262
110351,V,10134.092
110352,V,8984.337
110353,V,5902.43
110354,V,13031.059
110355,V,8783.646
110360,V,15835.069
110361,V,7163.628
110362,V,7351.404
110364,V,4414.478
110366,V,14199.035
110369,V,10185.075
110370,V,8056.574
110375,V,5542.91
110378,V,9100.381
110379,V,9222.309
110380,V,3204.013
110381,V,1751.397
110385,V,2205.92
110387,V,2751.531
110390,V,14806.93
110393,V,1882.037
110400,V,522.771
110410,V,163.521
110425,V,2232.722
110430,V,197.06
110431,V,283.21
110432,V,238.99699999999999
110440,V,1917.093
110445,V,1316.895
110455,V,497.315
110465,V,809.425
110470,V,422.118
110475,V,847.9590000000001
110477,V,296.653
110485,V,275.152
110490,V,126.143
110492,V,141.285
110495,V,267.409
110503,V,246.765
110505,V,8.67
110510,V,20.96
110515,V,2.51
110601,V,0.451
110627,V,0.007
110720,V,6.417
110725,V,9.674
110735,V,24.26
110750,V,101.907
110752,V,174.399
110754,V,101.128
110756,V,209.82
110758,V,205.281
110760,V,574.38
110775,V,392.637
110778,V,1120.993
110781,V,433.531
110783,V,385.983
111300,V,14547.204
111301,V,7085.993
111302,V,5705.8949999999995
111303,V,4371.976
111304,V,13238.352
111305,V,7769.664
111306,V,7930.818
111307,V,6886.798
111308,V,8650.667
111309,V,6476.636
111310,V,9601.002
111351,V,82.596
111370,V,12600.118
111372,V,5669.766
111376,V,9559.246
111378,V,9037.722
111379,V,11639.339
111380,V,10539.378
111381,V,19737.397
111382,V,13566.571
111383,V,8542.666
111400,V,117.112
111704,V,554.244
111780,V,168.779
111781,V,115.55199999999999
111782,V,184.015
111783,V,1042.921
111784,V,487.2
112300,V,1.665
112301,V,9971.057999999999
112302,V,5754.908
112303,V,9596.249
112304,V,12422.36
112306,V,18086.566
112307,V,12377.306
112309,V,7910.204
112310,V,15207.394
112311,V,17786.054
112312,V,12934.034
112313,V,12484.911
112314,V,9755.031
112315,V,5985.782
112316,V,12133.369
112317,V,4188.22
112318,V,6911.623
112319,V,10507.998
112320,V,4648.86
112321,V,5562.482
112322,V,5770.896
112323,V,10.374
112407,V,4.096
112707,V,399.209
112716,V,68.508
112717,V,5029.661
112799,V,2.722
113181,V,4.640000000000001
113300,V,15199.356
113301,V,5536.507
113302,V,10995.71
113303,V,9479.932999999999
113304,V,124.844
113305,V,4304.403
113306,V,6953.397
113307,V,7707.37
113308,V,6617.006
113309,V,6904.213
113310,V,6778.004
113311,V,11056.616
113312,V,8758.991
113313,V,10966.783
113314,V,7722.722
113315,V,5873.353
113316,V,9272.937
113317,V,6629.167
113318,V,9412.942
113319,V,4124.766
113320,V,3790.247
113321,V,2256.568
113322,V,7309.043
113323,V,4956.916
113324,V,7294.125
113326,V,8640.716
113328,V,10421.384
113329,V,6246.904
113330,V,7531.8769999999995
113331,V,7781.658
113332,V,7880.602
113333,V,2571.676
113334,V,2836.684
113390,V,10382.436
113394,V,4940.576
113396,V,4679.922
113402,V,1793.949
113404,V,981.742
113405,V,1357.192
113406,V,409.94
113407,V,794.048
113408,V,819.181
113409,V,2137.067
113410,V,380.353
113411,V,845.759
113412,V,564.051
113413,V,27.734
113701,V,1964.288
113702,V,828.006
113703,V,1469.795
113713,V,871.121
113716,V,1471.361
113717,V,1011.244
113722,V,1695.339
113728,V,1452.194
113753,V,963.006
113790,V,1316.673
114010,V,0.212
114102,V,1956.832
114150,V,2.878
114301,V,23742.443
114302,V,7945.351
114303,V,15109.806
114304,V,8735.391
114305,V,11388.871
114306,V,12535.083
114307,V,6091.183
114308,V,6378.228
114309,V,7096.227
114310,V,3246.294
114311,V,5437.58
114312,V,12410.155
114313,V,4474.754
114314,V,6816.834
114315,V,4687.861
114316,V,11496.051
114317,V,5408.11
114318,V,2969.262
114319,V,7889.984
114320,V,11629.506
114321,V,7836.054
114322,V,21726.891
114323,V,5473.945
114324,V,14119.331
114325,V,10425.579
114326,V,6666.055
114327,V,3411.388
114328,V,7787.423
114329,V,5305.929
114330,V,6895.861
114331,V,13322.595
114332,V,9519.747
114333,V,2986.242
114334,V,8923.598
114401,V,449.031
114403,V,100.899
114406,V,184.703
114407,V,591.175
114408,V,5.923
114409,V,5.056
114410,V,75.791
114609,V,1.502
114706,V,100.77
114714,V,1539.321
114796,V,81.969
200037,V,18.489
200080,V,22.362
200137,V,0.902
200188,V,9.506
200210,V,2064.107
200236,V,0.318
200265,V,47.842999999999996
200282,V,0.113
200304,V,487.256
200337,V,1532.629
200342,V,16.929
200346,V,584.074
200347,V,1143.994
200360,V,876.437
200361,V,2662.451
200365,V,193.158
200377,V,818.274
200385,V,330.293
200454,V,551.688
200554,V,653.393
200609,V,571.381
200643,V,176.001
200961,V,2939.252
200962,V,1300.99
200965,V,3002.283
201091,V,8612.379
201112,V,8163.849
201129,V,262.42
201462,V,4123.612
311001,V,4762.423
5013502,V,0.902
109300,VII,7082.002
109301,VII,4459.736
109302,VII,3163.3070000000002
109303,VII,3401.46
109304,VII,1181.89
109305,VII,2732.038
109307,VII,2595.692
109308,VII,2859.253
109309,VII,2511.286
109310,VII,6264.262000000001
109311,VII,4727.128000000001
109312,VII,1712.073
109313,VII,4352.337
109314,VII,2745.3050000000003
109315,VII,4230.8060000000005
109316,VII,4896.293000000001
109317,VII,1396.989
109320,VII,1317.515
109321,VII,3057.404
109323,VII,2055.139
109324,VII,5124.534000000001
109390,VII,2880.3320000000003
109407,VII,1093.909
109410,VII,58.40200000000001
109412,VII,74.908
109413,VII,67.054
109414,VII,274.59000000000003
109416,VII,4.238
109417,VII,8.878
109418,VII,12.601
109419,VII,10.882000000000001
109420,VII,7.0760000000000005
109709,VII,770.2980000000001
109711,VII,680.759
109712,VII,705.686
109713,VII,342.86600000000004
109715,VII,360.22200000000004
109716,VII,122.117
109718,VII,860.392
110160,VII,2091.559
110300,VII,0.334
110308,VII,4348.43
110310,VII,2815.818
110315,VII,3923.4530000000004
110316,VII,3174.1110000000003
110320,VII,4204.823
110325,VII,3562.228
110330,VII,4055.588
110331,VII,2385.616
110335,VII,3310.587
110340,VII,3921.2450000000003
110345,VII,3012.963
110350,VII,6005.243
110351,VII,4199.598
110352,VII,3836.7830000000004
110353,VII,2660.469
110354,VII,5268.036
110355,VII,3557.0060000000003
110360,VII,6231.900000000001
110361,VII,3693.967
110362,VII,3141.108
110364,VII,1912.815
110366,VII,6291.956
110369,VII,4353.817
110370,VII,3385.353
110375,VII,2201.023
110378,VII,3773.3770000000004
110379,VII,3647.806
110380,VII,1167.556
110381,VII,759.965
110385,VII,869.7170000000001
110387,VII,1179.68
110390,VII,6084.542
110393,VII,755.788
110400,VII,191.71200000000002
110410,VII,75.07000000000001
110425,VII,1075.305
110430,VII,91.656
110431,VII,116.12100000000001
110432,VII,107.98
110440,VII,784.5450000000001
110445,VII,512.2090000000001
110455,VII,190.95600000000002
110465,VII,341.61800000000005
110470,VII,161.50300000000001
110475,VII,349.92800000000005
110477,VII,115.644
110485,VII,146.324
110490,VII,54.80800000000001
110492,VII,68.586
110495,VII,173.173
110503,VII,161.161
110505,VII,3.2550000000000003
110510,VII,8.612
110515,VII,0.9680000000000001
110601,VII,0.117
110627,VII,0.1
110720,VII,3.0210000000000004
110725,VII,5.155
110735,VII,11.784
110750,VII,37.845000000000006
110752,VII,80.676
110754,VII,54.53
110756,VII,75.037
110758,VII,69.29
110760,VII,226.17000000000002
110775,VII,180.58100000000002
110778,VII,497.50300000000004
110781,VII,269.649
110783,VII,155.95100000000002
111300,VII,6386.244000000001
111301,VII,2914.8990000000003
111302,VII,2570.768
111303,VII,1861.401
111304,VII,4631.3730000000005
111305,VII,3227.1090000000004
111306,VII,3035.5640000000003
111307,VII,2588.817
111308,VII,3249.664
111309,VII,2936.8720000000003
111310,VII,5198.744000000001
111351,VII,33.982
111370,VII,5192.021000000001
111372,VII,2359.4750000000004
111376,VII,4202.425
111378,VII,3472.1910000000003
111379,VII,4165.6810000000005
111380,VII,4500.969
111381,VII,8774.721000000001
111382,VII,4801.309
111383,VII,3187.362
111400,VII,34.202000000000005
111704,VII,165.88400000000001
111780,VII,72.887
111781,VII,60.57000000000001
111782,VII,68.485
111783,VII,306.098
111784,VII,175.448
112300,VII,1.334
112301,VII,3279.648
112302,VII,1993.2720000000002
112303,VII,2694.84
112304,VII,3339.05
112306,VII,5688.14
112307,VII,4582.2570000000005
112309,VII,2209.328
112310,VII,5061.924
112311,VII,5622.566000000001
112312,VII,4911.55
112313,VII,5025.113
112314,VII,3919.697
112315,VII,2448.3340000000003
112316,VII,4672.923000000001
112317,VII,1352.2040000000002
112318,VII,2975.6940000000004
112319,VII,4144.7390000000005
112320,VII,1955.833
112321,VII,2397.009
112322,VII,2501.3900000000003
112323,VII,7.257000000000001
112407,VII,2.0700000000000003
112707,VII,175.92600000000002
112716,VII,28.708000000000002
112717,VII,1389.38
112799,VII,1.085
113181,VII,2.5210000000000004
113300,VII,6035.711
113301,VII,2188.297
113302,VII,4588.302000000001
113303,VII,3640.2070000000003
113304,VII,59.24
113305,VII,1835.3560000000002
113306,VII,2745.931
113307,VII,2959.7670000000003
113308,VII,2697.077
113309,VII,2800.6220000000003
113310,VII,2721.925
113311,VII,4309.484
113312,VII,3627.5370000000003
113313,VII,4122.161
113314,VII,3105.7200000000003
113315,VII,2847.7940000000003
113316,VII,3685.7450000000003
113317,VII,2873.8120000000004
113318,VII,4396.8640000000005
113319,VII,1674.8000000000002
113320,VII,1744.0330000000001
113321,VII,905.1170000000001
113322,VII,2804.2070000000003
113323,VII,2495.454
113324,VII,3220.913
113326,VII,3542.123
113328,VII,4565.01
113329,VII,2608.641
113330,VII,3771.692
113331,VII,2949.4790000000003
113332,VII,3220.9030000000002
113333,VII,1116.999
113334,VII,1147.4370000000001
113390,VII,4577.453
113394,VII,2511.379
113396,VII,2135.875
113402,VII,740.868
113404,VII,393.71700000000004
113405,VII,587.0300000000001
113406,VII,169.931
113407,VII,336.21500000000003
113408,VII,302.00500000000005
113409,VII,875.7230000000001
113410,VII,153.76600000000002
113411,VII,311.744
113412,VII,216.54600000000002
113413,VII,13.552000000000001
113701,VII,804.4780000000001
113702,VII,323.494
113703,VII,533.8820000000001
113713,VII,432.475
113716,VII,627.788
113717,VII,413.39500000000004
113722,VII,624.2890000000001
113728,VII,626.2510000000001
113753,VII,315.15400000000005
113790,VII,684.316
114010,VII,0.2
114102,VII,701.336
114150,VII,1.768
114301,VII,9279.398000000001
114302,VII,3170.344
114303,VII,5432.112
114304,VII,3452.9260000000004
114305,VII,4729.857
114306,VII,5118.225
114307,VII,2527.896
114308,VII,2694.179
114309,VII,2897.338
114310,VII,1247.98
114311,VII,2513.076
114312,VII,5101.371
114313,VII,2226.5170000000003
114314,VII,2659.9570000000003
114315,VII,1950.1580000000001
114316,VII,4353.7210000000005
114317,VII,2566.077
114318,VII,1224.825
114319,VII,3418.061
114320,VII,4890.836
114321,VII,3747.605
114322,VII,8413.558
114323,VII,2255.4010000000003
114324,VII,5111.395
114325,VII,4384.924
114326,VII,3394.038
114327,VII,1686.044
114328,VII,3058.199
114329,VII,2318.561
114330,VII,2948.161
114331,VII,5079.070000000001
114332,VII,3969.637
114333,VII,1228.5900000000001
114334,VII,3480.384
114401,VII,166.88500000000002
114403,VII,31.645000000000003
114406,VII,64.88000000000001
114407,VII,228.33200000000002
114408,VII,2.587
114409,VII,2.0700000000000003
114410,VII,31.114
114609,VII,0.651
114706,VII,46.458000000000006
114714,VII,591.259
114796,VII,37.629000000000005
200037,VII,10.395000000000001
200080,VII,7.965000000000001
200137,VII,0.234
200188,VII,3.838
200210,VII,706.9630000000001
200236,VII,0.30000000000000004
200265,VII,15.162
200282,VII,0.2
200304,VII,214.61300000000003
200337,VII,610.7750000000001
200342,VII,7.827000000000001
200346,VII,233.33700000000002
200347,VII,440.487
200360,VII,348.26300000000003
200361,VII,1029.027
200365,VII,108.72800000000001
200377,VII,449.46400000000006
200385,VII,131.02100000000002
200454,VII,281.24600000000004
200554,VII,250.12000000000003
200609,VII,227.715
200643,VII,107.19900000000001
200961,VII,1005.5120000000001
200962,VII,501.04
200965,VII,1782.862
201091,VII,3459.2180000000003
201112,VII,3308.9240000000004
201129,VII,109.388
201462,VII,2036.8310000000001
311001,VII,1937.797
5013502,VII,0.234
